date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:19:00	121/121	---M--	200	added ('OK')	text/plain	date:Sat,%2001%20Jul%202023%2007:42:10%20GMT	https://vitamin7.in/robots.txt		(from )
20:19:01	24111/24111	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:48:59%20GMT	https://vitamin7.in/ums/	C:/My%20Web%20Sites/ums/vitamin7.in/ums/index.html	(from )
20:19:03	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Dec%202024%2014:49:01%20GMT	http://www.themezinho.net/Anchor/preview.png	C:/My%20Web%20Sites/ums/www.themezinho.net/Anchor/preview.0.delayed	(from https://vitamin7.in/ums/)
20:19:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Dec%202024%2014:49:04%20GMT	https://www.themezinho.net/Anchor/preview.png	C:/My%20Web%20Sites/ums/www.themezinho.net/Anchor/preview.1.delayed	(from https://vitamin7.in/ums/)
20:19:09	31835/31835	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Dec%202024%2014:49:07%20GMT	https://themezinho.net/Anchor/preview.png	C:/My%20Web%20Sites/ums/themezinho.net/Anchor/preview.2.delayed	(from https://vitamin7.in/ums/)
20:19:09	211/211	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Dec%202024%2014:49:08%20GMT	https://vitamin7.in/ums/images/apple-touch-icon-144-precomposed.png	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/apple-touch-icon-144-precomposed.3.delayed	(from https://vitamin7.in/ums/)
20:19:10	211/211	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Dec%202024%2014:49:09%20GMT	https://vitamin7.in/ums/images/apple-touch-icon-114-precomposed.png	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/apple-touch-icon-114-precomposed.4.delayed	(from https://vitamin7.in/ums/)
20:19:11	211/211	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Dec%202024%2014:49:10%20GMT	https://vitamin7.in/ums/images/apple-touch-icon-72-precomposed.png	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/apple-touch-icon-72-precomposed.5.delayed	(from https://vitamin7.in/ums/)
20:19:12	211/211	---M--	302	error ('Found')	text/html	date:Wed,%2004%20Dec%202024%2014:49:11%20GMT	https://vitamin7.in/ums/images/apple-touch-icon-57-precomposed.png	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/apple-touch-icon-57-precomposed.6.delayed	(from https://vitamin7.in/ums/)
20:19:13	3765/3765	---M--	200	added ('OK')	image/png	date:Tue,%2002%20Jul%202024%2007:56:10%20GMT	https://vitamin7.in/ums/images/favicon.png	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/favicon.png	(from https://vitamin7.in/ums/)
20:19:17	66209/66209	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Aug%202018%2007:29:02%20GMT	https://vitamin7.in/ums/css/animate.min.css	C:/My%20Web%20Sites/ums/vitamin7.in/ums/css/animate.min.css	(from https://vitamin7.in/ums/)
20:19:17	8993/8993	---M--	200	added ('OK')	text/css	date:Mon,%2024%20Jun%202024%2012:12:04%20GMT	https://vitamin7.in/ums/css/hamburger-menu.css	C:/My%20Web%20Sites/ums/vitamin7.in/ums/css/hamburger-menu.css	(from https://vitamin7.in/ums/)
20:19:18	2844/2844	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Aug%202018%2007:29:00%20GMT	https://vitamin7.in/ums/css/odometer.min.css	C:/My%20Web%20Sites/ums/vitamin7.in/ums/css/odometer.min.css	(from https://vitamin7.in/ums/)
20:19:19	18993/18993	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Aug%202018%2007:29:00%20GMT	https://vitamin7.in/ums/css/swiper.min.css	C:/My%20Web%20Sites/ums/vitamin7.in/ums/css/swiper.min.css	(from https://vitamin7.in/ums/)
20:19:20	14125/14125	---M--	200	added ('OK')	text/css	date:Fri,%2024%20Aug%202018%2011:10:16%20GMT	https://vitamin7.in/ums/css/fancybox.min.css	C:/My%20Web%20Sites/ums/vitamin7.in/ums/css/fancybox.min.css	(from https://vitamin7.in/ums/)
20:19:23	60399/60399	---M--	200	added ('OK')	text/css	date:Fri,%2027%20Sep%202024%2013:19:22%20GMT	https://vitamin7.in/ums/css/style.css	C:/My%20Web%20Sites/ums/vitamin7.in/ums/css/style.css	(from https://vitamin7.in/ums/)
20:19:23	232/232	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20Dec%202024%2014:49:22%20GMT	https://vitamin7.in/ums/index.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/index.f.delayed	(from https://vitamin7.in/ums/)
20:19:23	144877/144877	---M--	200	added ('OK')	text/css	date:Wed,%2008%20Aug%202018%2007:29:02%20GMT	https://vitamin7.in/ums/css/bootstrap.min.css	C:/My%20Web%20Sites/ums/vitamin7.in/ums/css/bootstrap.min.css	(from https://vitamin7.in/ums/)
20:19:24	21525/21525	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:49:22%20GMT	https://vitamin7.in/ums/advertising.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/advertising.html	(from https://vitamin7.in/ums/)
20:19:25	9654/9654	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:49:23%20GMT	https://vitamin7.in/ums/branding.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/branding.html	(from https://vitamin7.in/ums/)
20:19:26	9708/9708	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:49:24%20GMT	https://vitamin7.in/ums/web-and-app.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/web-and-app.html	(from https://vitamin7.in/ums/)
20:19:27	11236/11236	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:49:25%20GMT	https://vitamin7.in/ums/theatre-release.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/theatre-release.html	(from https://vitamin7.in/ums/)
20:19:27	13186/13186	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:49:26%20GMT	https://vitamin7.in/ums/led-screens.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/led-screens.html	(from https://vitamin7.in/ums/)
20:19:28	10471/10471	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:49:27%20GMT	https://vitamin7.in/ums/lift-branding.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/lift-branding.html	(from https://vitamin7.in/ums/)
20:19:29	11730/11730	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:49:27%20GMT	https://vitamin7.in/ums/metro.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/metro.html	(from https://vitamin7.in/ums/)
20:19:30	11845/11845	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:49:28%20GMT	https://vitamin7.in/ums/bus-branding.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/bus-branding.html	(from https://vitamin7.in/ums/)
20:19:31	10084/10084	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:49:29%20GMT	https://vitamin7.in/ums/radio.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/radio.html	(from https://vitamin7.in/ums/)
20:19:31	14970/14970	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:49:30%20GMT	https://vitamin7.in/ums/mobile-van-branding.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/mobile-van-branding.html	(from https://vitamin7.in/ums/)
20:19:32	10602/10602	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:49:31%20GMT	https://vitamin7.in/ums/print-services.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/print-services.html	(from https://vitamin7.in/ums/)
20:19:34	14723/14723	---M-Z	200	added ('OK')	text/html	date:Wed,%2004%20Dec%202024%2014:49:32%20GMT	https://vitamin7.in/ums/event-management.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/event-management.html	(from https://vitamin7.in/ums/)
20:19:35	83/83	---M--	409	error ('Conflict')	text/html	date:Wed,%2004%20Dec%202024%2014:49:33%20GMT	https://vitamin7.in/ums/contact.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/contact.1c.delayed	(from https://vitamin7.in/ums/)
20:19:35	0/-1	---M--	301	error ('')			https://vitamin7.in/ums/index.php	C:/My%20Web%20Sites/ums/vitamin7.in/ums/index.1d.delayed	(from https://vitamin7.in/ums/)
20:19:36	29340/29340	---M--	200	added ('OK')	image/png	date:Sat,%2022%20Jun%202024%2010:04:40%20GMT	https://vitamin7.in/ums/images/ums-logo.png	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/ums-logo.png	(from https://vitamin7.in/ums/)
20:19:36	736/736	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Aug%202018%2006:02:00%20GMT	https://vitamin7.in/ums/images/arrow-left.svg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/arrow-left.svg	(from https://vitamin7.in/ums/)
20:19:36	770/770	---M--	200	added ('OK')	image/svg+xml	date:Mon,%2006%20Aug%202018%2006:04:04%20GMT	https://vitamin7.in/ums/images/arrow-right.svg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/arrow-right.svg	(from https://vitamin7.in/ums/)
20:19:37	67483/67483	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Jul%202024%2007:32:02%20GMT	https://vitamin7.in/ums/images/home-page-blue.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/home-page-blue.jpg	(from https://vitamin7.in/ums/)
20:19:43	68822/68822	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jul%202024%2008:23:08%20GMT	https://vitamin7.in/ums/images/yellow-home-page.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/yellow-home-page.jpg	(from https://vitamin7.in/ums/)
20:19:43	195310/195310	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jul%202024%2012:03:38%20GMT	https://vitamin7.in/ums/images/home-light-green.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/home-light-green.jpg	(from https://vitamin7.in/ums/)
20:19:51	187657/187657	---M--	200	added ('OK')	image/jpeg	date:Fri,%2005%20Jul%202024%2008:23:08%20GMT	https://vitamin7.in/ums/images/yellow-verticle-displays.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/yellow-verticle-displays.jpg	(from https://vitamin7.in/ums/)
20:19:54	211703/211703	---M--	200	added ('OK')	image/jpeg	date:Thu,%2004%20Jul%202024%2007:32:02%20GMT	https://vitamin7.in/ums/images/home-page-monkey.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/home-page-monkey.jpg	(from https://vitamin7.in/ums/)
20:19:54	11861/11861	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jul%202024%2009:26:20%20GMT	https://vitamin7.in/ums/images/icon-advertising.png	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/icon-advertising.png	(from https://vitamin7.in/ums/)
20:19:55	341984/341984	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Sep%202024%2011:28:34%20GMT	https://vitamin7.in/ums/images/radio-ads.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/radio-ads.jpg	(from https://vitamin7.in/ums/)
20:19:55	8905/8905	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jul%202024%2009:26:20%20GMT	https://vitamin7.in/ums/images/icon-OOH.png	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/icon-OOH.png	(from https://vitamin7.in/ums/)
20:19:55	213067/213067	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Sep%202024%2011:28:34%20GMT	https://vitamin7.in/ums/images/lift-branding.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/lift-branding.jpg	(from https://vitamin7.in/ums/)
20:19:56	7538/7538	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jul%202024%2009:26:20%20GMT	https://vitamin7.in/ums/images/icon-webandapp.png	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/icon-webandapp.png	(from https://vitamin7.in/ums/)
20:19:58	13524/13524	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jul%202024%2009:26:20%20GMT	https://vitamin7.in/ums/images/icon-events.png	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/icon-events.png	(from https://vitamin7.in/ums/)
20:20:00	77829/77829	---M--	200	added ('OK')	image/jpeg	date:Thu,%2018%20Jul%202024%2011:28:01%20GMT	https://vitamin7.in/ums/images/client/aabaranam-chennai-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/aabaranam-chennai-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:00	80913/80913	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:21%20GMT	https://vitamin7.in/ums/images/client/bhima-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/bhima-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:01	56345/56345	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:21%20GMT	https://vitamin7.in/ums/images/client/cliftons-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/cliftons-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:02	58131/58131	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:21%20GMT	https://vitamin7.in/ums/images/client/clubw-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/clubw-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:03	78750/78750	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:21%20GMT	https://vitamin7.in/ums/images/client/crafthospital-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/crafthospital-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:04	111752/111752	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:21%20GMT	https://vitamin7.in/ums/images/client/cust-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/cust-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:05	62640/62640	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:21%20GMT	https://vitamin7.in/ums/images/client/ddrc-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/ddrc-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:06	39935/39935	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:21%20GMT	https://vitamin7.in/ums/images/client/damro-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/damro-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:07	79561/79561	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:21%20GMT	https://vitamin7.in/ums/images/client/rsaf-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/rsaf-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:07	47142/47142	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:21%20GMT	https://vitamin7.in/ums/images/client/evm-skoda-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/evm-skoda-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:08	39289/39289	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:21%20GMT	https://vitamin7.in/ums/images/client/iplanet-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/iplanet-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:09	44937/44937	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:21%20GMT	https://vitamin7.in/ums/images/client/max-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/max-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:09	49115/49115	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:22%20GMT	https://vitamin7.in/ums/images/client/nippon-toyota-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/nippon-toyota-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:11	98913/98913	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:22%20GMT	https://vitamin7.in/ums/images/client/renacon-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/renacon-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:11	76623/76623	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:22%20GMT	https://vitamin7.in/ums/images/client/riti-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/riti-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:12	78624/78624	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:22%20GMT	https://vitamin7.in/ums/images/client/sip-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/sip-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:12	45844/45844	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2008:28:22%20GMT	https://vitamin7.in/ums/images/client/tukxi-kerala-UMS.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/client/tukxi-kerala-UMS.jpg	(from https://vitamin7.in/ums/)
20:20:13	14539/14539	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Aug%202018%2011:56:02%20GMT	https://vitamin7.in/ums/images/team01.jpg	C:/My%20Web%20Sites/ums/vitamin7.in/ums/images/team01.jpg	(from https://vitamin7.in/ums/)
